,0,1,2,3,label
1703,Kimberly,F,28830,1965,1
1704,Susan,F,26328,1965,1
1705,Patricia,F,23554,1965,1
1706,Donna,F,19698,1965,1
1707,Linda,F,19334,1965,1
1708,Cynthia,F,19248,1965,1
1709,Angela,F,18749,1965,1
1710,Michael,M,81021,1965,1
1711,John,M,71541,1965,1
1712,David,M,67852,1965,1
1713,James,M,67701,1965,1
1714,Robert,M,63123,1965,1
1715,William,M,40127,1965,1
1716,Mark,M,38264,1965,1
1717,Richard,M,36849,1965,1
1718,Thomas,M,31623,1965,1
1719,Jeffrey,M,29587,1965,1
1720,Lisa,F,56914,1966,1
1721,Kimberly,F,32234,1966,1
1722,Mary,F,28884,1966,1
1723,Michelle,F,27151,1966,1
1724,Karen,F,25446,1966,1
1725,Susan,F,23773,1966,1
1726,Patricia,F,20110,1966,1
1727,Tammy,F,18621,1966,1
1728,Angela,F,18530,1966,1
1729,Jennifer,F,18210,1966,1
1730,Michael,M,79990,1966,1
1731,David,M,66420,1966,1
1732,James,M,65174,1966,1
1733,John,M,65032,1966,1
1734,Robert,M,59330,1966,1
1735,William,M,38253,1966,1
1736,Mark,M,34806,1966,1
1737,Richard,M,34469,1966,1
1738,Jeffrey,M,30202,1966,1
1739,Thomas,M,29014,1966,1
1740,Lisa,F,52435,1967,1
1741,Kimberly,F,33102,1967,1
1742,Michelle,F,30826,1967,1
1743,Mary,F,25313,1967,1
1744,Susan,F,22263,1967,1
1745,Karen,F,21540,1967,1
1746,Angela,F,19543,1967,1
1747,Tammy,F,18652,1967,1
1748,Melissa,F,18379,1967,1
1749,Jennifer,F,18231,1967,1
1750,Michael,M,82436,1967,1
1751,David,M,66810,1967,1
1752,James,M,61698,1967,1
1753,John,M,61618,1967,1
1754,Robert,M,56381,1967,1
1755,William,M,37619,1967,1
1756,Mark,M,34925,1967,1
1757,Richard,M,33588,1967,1
1758,Christopher,M,29426,1967,1
1759,Brian,M,28655,1967,1
1760,Lisa,F,49532,1968,1
1761,Michelle,F,33221,1968,1
1762,Kimberly,F,31908,1968,1
1763,Jennifer,F,26852,1968,1
1764,Melissa,F,21727,1968,1
1765,Mary,F,21725,1968,1
1766,Angela,F,20669,1968,1
1767,Tammy,F,20056,1968,1
1768,Karen,F,19558,1968,1
1769,Susan,F,19503,1968,1
1770,Michael,M,82008,1968,1
1771,David,M,63718,1968,1
1772,John,M,60929,1968,1
1773,James,M,60693,1968,1
1774,Robert,M,58211,1968,1
1775,William,M,36956,1968,1
1776,Mark,M,35420,1968,1
1777,Richard,M,32987,1968,1
1778,Christopher,M,31459,1968,1
1779,Brian,M,29939,1968,1
1780,Lisa,F,45029,1969,1
1781,Michelle,F,34322,1969,1
1782,Jennifer,F,33702,1969,1
1783,Kimberly,F,33077,1969,1
1784,Melissa,F,23020,1969,1
1785,Amy,F,21464,1969,1
1786,Angela,F,21055,1969,1
1787,Mary,F,19851,1969,1
1788,Tammy,F,19051,1969,1
1789,Laura,F,17920,1969,1
1790,Michael,M,85203,1969,1
1791,David,M,63700,1969,1
1792,James,M,59915,1969,1
1793,John,M,58771,1969,1
1794,Robert,M,58325,1969,1
1795,William,M,37629,1969,1
1796,Christopher,M,35698,1969,1
1797,Mark,M,33394,1969,1
1798,Brian,M,31687,1969,1
1799,Richard,M,31106,1969,1
1800,Jennifer,F,46157,1970,1
1801,Lisa,F,38963,1970,1
1802,Kimberly,F,34136,1970,1
1803,Michelle,F,34050,1970,1
1804,Amy,F,25209,1970,1
1805,Angela,F,24927,1970,1
1806,Melissa,F,23737,1970,1
1807,Tammy,F,19586,1970,1
1808,Mary,F,19203,1970,1
1809,Tracy,F,18468,1970,1
1810,Michael,M,85302,1970,1
1811,James,M,61759,1970,1
1812,David,M,61752,1970,1
1813,John,M,58525,1970,1
1814,Robert,M,57203,1970,1
1815,Christopher,M,41772,1970,1
1816,William,M,38910,1970,1
1817,Brian,M,31930,1970,1
1818,Mark,M,31492,1970,1
1819,Richard,M,30456,1970,1
1820,Jennifer,F,56783,1971,1
1821,Michelle,F,33160,1971,1
1822,Lisa,F,32909,1971,1
1823,Kimberly,F,30696,1971,1
1824,Amy,F,26237,1971,1
1825,Angela,F,25896,1971,1
1826,Melissa,F,23869,1971,1
1827,Tammy,F,17657,1971,1
1828,Mary,F,16697,1971,1
1829,Julie,F,15326,1971,1
1830,Michael,M,77594,1971,1
1831,James,M,54621,1971,1
1832,David,M,53118,1971,1
1833,John,M,51518,1971,1
1834,Robert,M,50654,1971,1
1835,Christopher,M,48234,1971,1
1836,William,M,35432,1971,1
1837,Jason,M,34187,1971,1
1838,Brian,M,32637,1971,1
1839,Scott,M,30921,1971,1
1840,Jennifer,F,63603,1972,1
1841,Michelle,F,29284,1972,1
1842,Lisa,F,27549,1972,1
1843,Kimberly,F,26290,1972,1
1844,Amy,F,25873,1972,1
1845,Angela,F,23556,1972,1
1846,Melissa,F,22503,1972,1
1847,Stephanie,F,16885,1972,1
1848,Heather,F,16321,1972,1
1849,Nicole,F,15752,1972,1
1850,Michael,M,71405,1972,1
1851,Christopher,M,52189,1972,1
1852,James,M,47083,1972,1
1853,David,M,46366,1972,1
1854,John,M,43181,1972,1
1855,Robert,M,43037,1972,1
1856,Jason,M,37446,1972,1
1857,Brian,M,36322,1972,1
1858,William,M,30529,1972,1
1859,Matthew,M,22943,1972,1
1860,Jennifer,F,62447,1973,1
1861,Amy,F,26964,1973,1
1862,Michelle,F,26934,1973,1
1863,Kimberly,F,23533,1973,1
1864,Lisa,F,22669,1973,1
1865,Melissa,F,22480,1973,1
1866,Angela,F,20896,1973,1
1867,Heather,F,19349,1973,1
1868,Stephanie,F,17263,1973,1
1869,Rebecca,F,14870,1973,1
1870,Michael,M,67847,1973,1
1871,Christopher,M,48321,1973,1
1872,Jason,M,46683,1973,1
1873,James,M,42889,1973,1
1874,David,M,41102,1973,1
1875,John,M,39176,1973,1
1876,Robert,M,38701,1973,1
1877,Brian,M,35715,1973,1
1878,William,M,28021,1973,1
1879,Matthew,M,24546,1973,1
1880,Jennifer,F,63114,1974,1
1881,Amy,F,29565,1974,1
1882,Michelle,F,25828,1974,1
1883,Heather,F,23181,1974,1
1884,Angela,F,22802,1974,1
1885,Kimberly,F,22419,1974,1
1886,Melissa,F,22166,1974,1
1887,Lisa,F,19774,1974,1
1888,Stephanie,F,16983,1974,1
1889,Rebecca,F,15167,1974,1
1890,Michael,M,67578,1974,1
1891,Jason,M,54776,1974,1
1892,Christopher,M,48603,1974,1
1893,David,M,41815,1974,1
1894,James,M,41354,1974,1
1895,John,M,37638,1974,1
1896,Robert,M,37031,1974,1
1897,Brian,M,34460,1974,1
1898,Matthew,M,27224,1974,1
1899,William,M,26990,1974,1
1900,Jennifer,F,58183,1975,1
1901,Amy,F,32251,1975,1
1902,Heather,F,24299,1975,1
1903,Melissa,F,24165,1975,1
1904,Angela,F,23360,1975,1
1905,Michelle,F,22665,1975,1
1906,Kimberly,F,20263,1975,1
1907,Lisa,F,18134,1975,1
1908,Stephanie,F,15774,1975,1
1909,Nicole,F,14276,1975,1
1910,Michael,M,68454,1975,1
1911,Jason,M,52186,1975,1
1912,Christopher,M,46592,1975,1
1913,James,M,39591,1975,1
1914,David,M,39177,1975,1
1915,Robert,M,35335,1975,1
1916,John,M,35097,1975,1
1917,Brian,M,30608,1975,1
1918,Matthew,M,28550,1975,1
1919,William,M,25572,1975,1
1920,Jennifer,F,59474,1976,1
1921,Amy,F,31341,1976,1
1922,Melissa,F,25095,1976,1
1923,Heather,F,24198,1976,1
1924,Angela,F,22042,1976,1
1925,Michelle,F,19555,1976,1
1926,Kimberly,F,18966,1976,1
1927,Jessica,F,18370,1976,1
1928,Lisa,F,17351,1976,1
1929,Amanda,F,15590,1976,1
1930,Michael,M,66954,1976,1
1931,Jason,M,52680,1976,1
1932,Christopher,M,45210,1976,1
1933,David,M,39294,1976,1
1934,James,M,38309,1976,1
1935,John,M,34006,1976,1
1936,Robert,M,33810,1976,1
1937,Brian,M,30532,1976,1
1938,Matthew,M,29981,1976,1
1939,Daniel,M,24720,1976,1
1940,Jennifer,F,58964,1977,1
1941,Melissa,F,26886,1977,1
1942,Amy,F,26732,1977,1
1943,Jessica,F,24843,1977,1
1944,Heather,F,23777,1977,1
1945,Angela,F,20996,1977,1
1946,Michelle,F,19539,1977,1
1947,Kimberly,F,18286,1977,1
1948,Amanda,F,18280,1977,1
1949,Kelly,F,18235,1977,1
1950,Michael,M,67616,1977,1
1951,Jason,M,55653,1977,1
1952,Christopher,M,46749,1977,1
1953,David,M,40543,1977,1
1954,James,M,40054,1977,1
1955,John,M,34227,1977,1
1956,Robert,M,34217,1977,1
1957,Brian,M,32502,1977,1
1958,Matthew,M,31973,1977,1
1959,Joseph,M,26493,1977,1
1960,Jennifer,F,56321,1978,1
1961,Melissa,F,28330,1978,1
1962,Jessica,F,26102,1978,1
1963,Amy,F,23212,1978,1
1964,Heather,F,22271,1978,1
1965,Amanda,F,20517,1978,1
1966,Angela,F,20511,1978,1
1967,Sarah,F,19977,1978,1
1968,Michelle,F,18860,1978,1
1969,Nicole,F,17276,1978,1
1970,Michael,M,67158,1978,1
1971,Jason,M,51629,1978,1
1972,Christopher,M,47259,1978,1
1973,David,M,40704,1978,1
1974,James,M,39915,1978,1
1975,Matthew,M,34310,1978,1
1976,John,M,34037,1978,1
1977,Robert,M,33396,1978,1
1978,Brian,M,29451,1978,1
1979,Joseph,M,26671,1978,1
1980,Jennifer,F,56717,1979,1
1981,Melissa,F,34052,1979,1
1982,Amanda,F,31928,1979,1
1983,Jessica,F,27776,1979,1
1984,Amy,F,21615,1979,1
1985,Sarah,F,21018,1979,1
1986,Heather,F,20839,1979,1
1987,Angela,F,20256,1979,1
1988,Nicole,F,19511,1979,1
1989,Michelle,F,19269,1979,1
1990,Michael,M,67739,1979,1
1991,Christopher,M,50677,1979,1
1992,Jason,M,50408,1979,1
1993,David,M,42078,1979,1
1994,James,M,39371,1979,1
1995,Matthew,M,35657,1979,1
1996,John,M,35434,1979,1
1997,Robert,M,34026,1979,1
1998,Joshua,M,31137,1979,1
1999,Brian,M,28670,1979,1
2000,Jennifer,F,58375,1980,1
2001,Amanda,F,35821,1980,1
2002,Jessica,F,33921,1980,1
2003,Melissa,F,31636,1980,1
2004,Sarah,F,25755,1980,1
2005,Heather,F,19975,1980,1
2006,Nicole,F,19920,1980,1
2007,Amy,F,19835,1980,1
2008,Elizabeth,F,19528,1980,1
2009,Michelle,F,19123,1980,1
2010,Michael,M,68696,1980,1
2011,Christopher,M,49092,1980,1
2012,Jason,M,48171,1980,1
2013,David,M,41925,1980,1
2014,James,M,39325,1980,1
2015,Matthew,M,37855,1980,1
2016,Joshua,M,36060,1980,1
2017,John,M,35279,1980,1
2018,Robert,M,34280,1980,1
2019,Joseph,M,30203,1980,1
2020,Jennifer,F,57049,1981,1
2021,Jessica,F,42533,1981,1
2022,Amanda,F,34373,1981,1
2023,Sarah,F,28173,1981,1
2024,Melissa,F,28000,1981,1
2025,Amy,F,20343,1981,1
2026,Nicole,F,20312,1981,1
2027,Stephanie,F,20209,1981,1
2028,Elizabeth,F,20173,1981,1
2029,Heather,F,17947,1981,1
2030,Michael,M,68763,1981,1
2031,Christopher,M,50235,1981,1
2032,Matthew,M,43333,1981,1
2033,Jason,M,41931,1981,1
2034,David,M,40668,1981,1
2035,Joshua,M,39054,1981,1
2036,James,M,38313,1981,1
2037,John,M,34887,1981,1
2038,Robert,M,34406,1981,1
2039,Daniel,M,30994,1981,1
2040,Jennifer,F,57117,1982,1
2041,Jessica,F,45451,1982,1
2042,Amanda,F,34214,1982,1
2043,Sarah,F,28484,1982,1
2044,Melissa,F,25867,1982,1
2045,Nicole,F,21707,1982,1
2046,Stephanie,F,20857,1982,1
2047,Elizabeth,F,20514,1982,1
2048,Crystal,F,19104,1982,1
2049,Amy,F,18803,1982,1
2050,Michael,M,68235,1982,1
2051,Christopher,M,59231,1982,1
2052,Matthew,M,46066,1982,1
2053,Jason,M,40632,1982,1
2054,David,M,40459,1982,1
2055,James,M,38875,1982,1
2056,Joshua,M,38028,1982,1
2057,John,M,34705,1982,1
2058,Robert,M,34425,1982,1
2059,Daniel,M,32653,1982,1
2060,Jennifer,F,54346,1983,1
2061,Jessica,F,45282,1983,1
2062,Amanda,F,33754,1983,1
2063,Ashley,F,33293,1983,1
2064,Sarah,F,27229,1983,1
2065,Melissa,F,23473,1983,1
2066,Nicole,F,22399,1983,1
2067,Stephanie,F,22330,1983,1
2068,Heather,F,20746,1983,1
2069,Elizabeth,F,19842,1983,1
2070,Michael,M,68000,1983,1
2071,Christopher,M,59349,1983,1
2072,Matthew,M,50217,1983,1
2073,David,M,39199,1983,1
2074,Joshua,M,36707,1983,1
2075,James,M,36354,1983,1
2076,Jason,M,35115,1983,1
2077,Daniel,M,34750,1983,1
2078,John,M,33153,1983,1
2079,Robert,M,32746,1983,1
2080,Jennifer,F,50559,1984,1
2081,Jessica,F,45855,1984,1
2082,Ashley,F,38772,1984,1
2083,Amanda,F,33908,1984,1
2084,Sarah,F,25884,1984,1
2085,Stephanie,F,23021,1984,1
2086,Nicole,F,22265,1984,1
2087,Melissa,F,21891,1984,1
2088,Heather,F,21492,1984,1
2089,Elizabeth,F,20364,1984,1
2090,Michael,M,67741,1984,1
2091,Christopher,M,60029,1984,1
2092,Matthew,M,49776,1984,1
2093,Joshua,M,40262,1984,1
2094,David,M,38486,1984,1
2095,Daniel,M,36533,1984,1
2096,James,M,35857,1984,1
2097,John,M,32617,1984,1
2098,Robert,M,31773,1984,1
2099,Joseph,M,30515,1984,1
2100,Jessica,F,48347,1985,1
2101,Ashley,F,47007,1985,1
2102,Jennifer,F,42651,1985,1
2103,Amanda,F,39052,1985,1
2104,Sarah,F,24882,1985,1
2105,Stephanie,F,23239,1985,1
2106,Nicole,F,22967,1985,1
2107,Heather,F,21153,1985,1
2108,Elizabeth,F,20541,1985,1
2109,Megan,F,20013,1985,1
2110,Michael,M,64912,1985,1
2111,Christopher,M,59609,1985,1
2112,Matthew,M,47079,1985,1
2113,Joshua,M,42195,1985,1
2114,Daniel,M,38542,1985,1
2115,David,M,38521,1985,1
2116,James,M,35861,1985,1
2117,Robert,M,32090,1985,1
2118,John,M,31500,1985,1
2119,Joseph,M,30212,1985,1
2120,Jessica,F,52677,1986,1
2121,Ashley,F,49676,1986,1
2122,Amanda,F,40529,1986,1
2123,Jennifer,F,36185,1986,1
2124,Sarah,F,28155,1986,1
2125,Stephanie,F,22647,1986,1
2126,Nicole,F,21285,1986,1
2127,Brittany,F,20311,1986,1
2128,Heather,F,19792,1986,1
2129,Elizabeth,F,19072,1986,1
2130,Michael,M,64208,1986,1
2131,Christopher,M,56691,1986,1
2132,Matthew,M,46925,1986,1
2133,Joshua,M,37542,1986,1
2134,David,M,37147,1986,1
2135,Daniel,M,36574,1986,1
2136,James,M,34040,1986,1
2137,Andrew,M,33856,1986,1
2138,Robert,M,31349,1986,1
2139,John,M,30207,1986,1
2140,Jessica,F,55994,1987,1
2141,Ashley,F,54854,1987,1
2142,Amanda,F,41786,1987,1
2143,Jennifer,F,32703,1987,1
2144,Sarah,F,27890,1987,1
2145,Stephanie,F,22398,1987,1
2146,Brittany,F,22231,1987,1
2147,Nicole,F,20286,1987,1
2148,Heather,F,18979,1987,1
2149,Elizabeth,F,18607,1987,1
2150,Michael,M,63655,1987,1
2151,Christopher,M,54493,1987,1
2152,Matthew,M,46481,1987,1
2153,Joshua,M,40000,1987,1
2154,David,M,36786,1987,1
2155,Andrew,M,36206,1987,1
2156,Daniel,M,35865,1987,1
2157,James,M,32643,1987,1
2158,Justin,M,31492,1987,1
2159,Robert,M,30229,1987,1
2160,Jessica,F,51543,1988,1
2161,Ashley,F,49963,1988,1
2162,Amanda,F,39457,1988,1
2163,Sarah,F,28368,1988,1
2164,Jennifer,F,27889,1988,1
2165,Brittany,F,26815,1988,1
2166,Stephanie,F,22838,1988,1
2167,Samantha,F,20699,1988,1
2168,Nicole,F,20311,1988,1
2169,Elizabeth,F,20038,1988,1
2170,Michael,M,64143,1988,1
2171,Christopher,M,52997,1988,1
2172,Matthew,M,45870,1988,1
2173,Joshua,M,42651,1988,1
2174,Andrew,M,35741,1988,1
2175,David,M,35314,1988,1
2176,Justin,M,35042,1988,1
2177,Daniel,M,34700,1988,1
2178,James,M,32510,1988,1
2179,Robert,M,30317,1988,1
2180,Jessica,F,47884,1989,1
2181,Ashley,F,47589,1989,1
2182,Brittany,F,37788,1989,1
2183,Amanda,F,36827,1989,1
2184,Sarah,F,27793,1989,1
2185,Samantha,F,24792,1989,1
2186,Jennifer,F,23997,1989,1
2187,Stephanie,F,22768,1989,1
2188,Lauren,F,21063,1989,1
2189,Elizabeth,F,20295,1989,1
2190,Michael,M,65389,1989,1
2191,Christopher,M,53178,1989,1
2192,Matthew,M,45374,1989,1
2193,Joshua,M,44091,1989,1
2194,David,M,35218,1989,1
2195,Daniel,M,35001,1989,1
2196,Andrew,M,34811,1989,1
2197,Justin,M,32843,1989,1
2198,James,M,32703,1989,1
2199,Robert,M,30065,1989,1
2200,Jessica,F,46475,1990,1
2201,Ashley,F,45560,1990,1
2202,Brittany,F,36537,1990,1
2203,Amanda,F,34408,1990,1
2204,Samantha,F,25867,1990,1
2205,Sarah,F,25817,1990,1
2206,Stephanie,F,24860,1990,1
2207,Jennifer,F,22228,1990,1
2208,Elizabeth,F,20744,1990,1
2209,Lauren,F,20506,1990,1
2210,Michael,M,65290,1990,1
2211,Christopher,M,52336,1990,1
2212,Matthew,M,44804,1990,1
2213,Joshua,M,43219,1990,1
2214,Daniel,M,33818,1990,1
2215,David,M,33743,1990,1
2216,Andrew,M,33657,1990,1
2217,James,M,32349,1990,1
2218,Justin,M,30641,1990,1
2219,Joseph,M,30128,1990,1
2220,Ashley,F,43478,1991,1
2221,Jessica,F,43398,1991,1
2222,Brittany,F,29089,1991,1
2223,Amanda,F,28893,1991,1
2224,Samantha,F,25645,1991,1
2225,Sarah,F,25225,1991,1
2226,Stephanie,F,22774,1991,1
2227,Jennifer,F,20673,1991,1
2228,Elizabeth,F,20392,1991,1
2229,Emily,F,20308,1991,1
2230,Michael,M,60785,1991,1
2231,Christopher,M,47104,1991,1
2232,Matthew,M,41640,1991,1
2233,Joshua,M,41218,1991,1
2234,Andrew,M,31532,1991,1
2235,Daniel,M,30917,1991,1
2236,James,M,30507,1991,1
2237,David,M,30414,1991,1
2238,Joseph,M,29834,1991,1
2239,John,M,27800,1991,1
2240,Ashley,F,38453,1992,1
2241,Jessica,F,38356,1992,1
2242,Amanda,F,25033,1992,1
2243,Brittany,F,24977,1992,1
2244,Sarah,F,24635,1992,1
2245,Samantha,F,24409,1992,1
2246,Emily,F,21832,1992,1
2247,Stephanie,F,19672,1992,1
2248,Elizabeth,F,19032,1992,1
2249,Megan,F,17842,1992,1
2250,Michael,M,54392,1992,1
2251,Christopher,M,42460,1992,1
2252,Matthew,M,37734,1992,1
2253,Joshua,M,36215,1992,1
2254,Andrew,M,30535,1992,1
2255,Brandon,M,29622,1992,1
2256,Daniel,M,29148,1992,1
2257,Tyler,M,28794,1992,1
2258,James,M,28503,1992,1
2259,David,M,28411,1992,1
2260,Jessica,F,34987,1993,1
2261,Ashley,F,34850,1993,1
2262,Sarah,F,24252,1993,1
2263,Samantha,F,23668,1993,1
2264,Emily,F,23595,1993,1
2265,Brittany,F,21724,1993,1
2266,Taylor,F,21267,1993,1
2267,Amanda,F,20811,1993,1
2268,Elizabeth,F,17557,1993,1
2269,Stephanie,F,17183,1993,1
2270,Michael,M,49549,1993,1
2271,Christopher,M,38227,1993,1
2272,Matthew,M,35770,1993,1
2273,Joshua,M,33581,1993,1
2274,Tyler,M,29796,1993,1
2275,Brandon,M,28731,1993,1
2276,Daniel,M,28685,1993,1
2277,Nicholas,M,28107,1993,1
2278,Jacob,M,27484,1993,1
2279,Andrew,M,27319,1993,1
2280,Jessica,F,32117,1994,1
2281,Ashley,F,30278,1994,1
2282,Emily,F,24149,1994,1
2283,Samantha,F,22820,1994,1
2284,Sarah,F,22291,1994,1
2285,Taylor,F,20733,1994,1
2286,Brittany,F,18901,1994,1
2287,Amanda,F,18718,1994,1
2288,Elizabeth,F,16782,1994,1
2289,Megan,F,16580,1994,1
2290,Michael,M,44469,1994,1
2291,Christopher,M,34800,1994,1
2292,Matthew,M,33648,1994,1
2293,Joshua,M,31372,1994,1
2294,Tyler,M,30477,1994,1
2295,Brandon,M,29487,1994,1
2296,Jacob,M,29412,1994,1
2297,Daniel,M,28060,1994,1
2298,Nicholas,M,27762,1994,1
2299,Andrew,M,26009,1994,1
2300,Jessica,F,27938,1995,1
2301,Ashley,F,26602,1995,1
2302,Emily,F,24380,1995,1
2303,Samantha,F,21644,1995,1
2304,Sarah,F,21383,1995,1
2305,Taylor,F,20425,1995,1
2306,Hannah,F,17010,1995,1
2307,Brittany,F,16476,1995,1
2308,Amanda,F,16351,1995,1
2309,Elizabeth,F,16185,1995,1
2310,Michael,M,41402,1995,1
2311,Matthew,M,32875,1995,1
2312,Christopher,M,32674,1995,1
2313,Jacob,M,31129,1995,1
2314,Joshua,M,30718,1995,1
2315,Nicholas,M,29156,1995,1
2316,Tyler,M,29154,1995,1
2317,Brandon,M,26904,1995,1
2318,Daniel,M,26722,1995,1
2319,Austin,M,25905,1995,1
2320,Emily,F,25151,1996,1
2321,Jessica,F,24198,1996,1
2322,Ashley,F,23677,1996,1
2323,Sarah,F,21040,1996,1
2324,Samantha,F,20548,1996,1
2325,Taylor,F,19152,1996,1
2326,Hannah,F,18596,1996,1
2327,Alexis,F,16589,1996,1
2328,Rachel,F,16117,1996,1
2329,Elizabeth,F,15998,1996,1
2330,Michael,M,38364,1996,1
2331,Matthew,M,32073,1996,1
2332,Jacob,M,31925,1996,1
2333,Christopher,M,30901,1996,1
2334,Joshua,M,29170,1996,1
2335,Nicholas,M,27720,1996,1
2336,Tyler,M,26953,1996,1
2337,Brandon,M,25846,1996,1
2338,Austin,M,25660,1996,1
2339,Andrew,M,25235,1996,1
2340,Emily,F,25732,1997,1
2341,Jessica,F,21042,1997,1
2342,Ashley,F,20896,1997,1
2343,Sarah,F,20707,1997,1
2344,Hannah,F,20593,1997,1
2345,Samantha,F,20169,1997,1
2346,Taylor,F,19502,1997,1
2347,Alexis,F,17170,1997,1
2348,Elizabeth,F,15423,1997,1
2349,Madison,F,15188,1997,1
2350,Michael,M,37549,1997,1
2351,Jacob,M,34153,1997,1
2352,Matthew,M,31514,1997,1
2353,Christopher,M,29105,1997,1
2354,Joshua,M,28284,1997,1
2355,Nicholas,M,27257,1997,1
2356,Andrew,M,25199,1997,1
2357,Brandon,M,25193,1997,1
2358,Austin,M,25117,1997,1
2359,Tyler,M,24876,1997,1
2360,Emily,F,26182,1998,1
2361,Hannah,F,21373,1998,1
2362,Samantha,F,20192,1998,1
2363,Sarah,F,19884,1998,1
2364,Ashley,F,19873,1998,1
2365,Alexis,F,19778,1998,1
2366,Taylor,F,18572,1998,1
2367,Jessica,F,18235,1998,1
2368,Madison,F,17787,1998,1
2369,Elizabeth,F,15187,1998,1
2370,Michael,M,36615,1998,1
2371,Jacob,M,36016,1998,1
2372,Matthew,M,31142,1998,1
2373,Joshua,M,28089,1998,1
2374,Christopher,M,27002,1998,1
2375,Nicholas,M,26634,1998,1
2376,Brandon,M,23829,1998,1
2377,Tyler,M,23711,1998,1
2378,Andrew,M,23658,1998,1
2379,Austin,M,23477,1998,1
2380,Emily,F,26539,1999,1
2381,Hannah,F,21676,1999,1
2382,Alexis,F,19234,1999,1
2383,Sarah,F,19104,1999,1
2384,Samantha,F,19038,1999,1
2385,Ashley,F,18136,1999,1
2386,Madison,F,18053,1999,1
2387,Taylor,F,16905,1999,1
2388,Jessica,F,16348,1999,1
2389,Elizabeth,F,15345,1999,1
2390,Jacob,M,35363,1999,1
2391,Michael,M,33912,1999,1
2392,Matthew,M,30415,1999,1
2393,Joshua,M,27258,1999,1
2394,Nicholas,M,25638,1999,1
2395,Christopher,M,25603,1999,1
2396,Andrew,M,23855,1999,1
2397,Joseph,M,23213,1999,1
2398,Daniel,M,22694,1999,1
2399,Tyler,M,22665,1999,1
2400,Emily,F,25956,2000,1
2401,Hannah,F,23082,2000,1
2402,Madison,F,19968,2000,1
2403,Ashley,F,17997,2000,1
2404,Sarah,F,17702,2000,1
2405,Alexis,F,17629,2000,1
2406,Samantha,F,17265,2000,1
2407,Jessica,F,15709,2000,1
2408,Elizabeth,F,15099,2000,1
2409,Taylor,F,15078,2000,1
2410,Jacob,M,34477,2000,1
2411,Michael,M,32037,2000,1
2412,Matthew,M,28573,2000,1
2413,Joshua,M,27537,2000,1
2414,Christopher,M,24932,2000,1
2415,Nicholas,M,24652,2000,1
2416,Andrew,M,23641,2000,1
2417,Joseph,M,22831,2000,1
2418,Daniel,M,22319,2000,1
2419,Tyler,M,21504,2000,1
2420,Emily,F,25057,2001,1
2421,Madison,F,22164,2001,1
2422,Hannah,F,20716,2001,1
2423,Ashley,F,16527,2001,1
2424,Alexis,F,16402,2001,1
2425,Sarah,F,15899,2001,1
2426,Samantha,F,15864,2001,1
2427,Abigail,F,14807,2001,1
2428,Elizabeth,F,14786,2001,1
2429,Olivia,F,13977,2001,1
2430,Jacob,M,32545,2001,1
2431,Michael,M,29683,2001,1
2432,Matthew,M,26808,2001,1
2433,Joshua,M,26015,2001,1
2434,Christopher,M,23126,2001,1
2435,Nicholas,M,22845,2001,1
2436,Andrew,M,22411,2001,1
2437,Joseph,M,22011,2001,1
2438,Daniel,M,20989,2001,1
2439,William,M,20101,2001,1
2440,Emily,F,24464,2002,1
2441,Madison,F,21773,2002,1
2442,Hannah,F,18822,2002,1
2443,Emma,F,16540,2002,1
2444,Alexis,F,15636,2002,1
2445,Ashley,F,15344,2002,1
2446,Abigail,F,15298,2002,1
2447,Sarah,F,14760,2002,1
2448,Samantha,F,14666,2002,1
2449,Olivia,F,14629,2002,1
2450,Jacob,M,30574,2002,1
2451,Michael,M,28245,2002,1
2452,Joshua,M,25993,2002,1
2453,Matthew,M,25153,2002,1
2454,Ethan,M,22109,2002,1
2455,Andrew,M,22019,2002,1
2456,Joseph,M,21895,2002,1
2457,Christopher,M,21684,2002,1
2458,Nicholas,M,21390,2002,1
2459,Daniel,M,21316,2002,1
2460,Emily,F,25691,2003,1
2461,Emma,F,22706,2003,1
2462,Madison,F,20199,2003,1
2463,Hannah,F,17637,2003,1
2464,Olivia,F,16148,2003,1
2465,Abigail,F,15928,2003,1
2466,Alexis,F,14867,2003,1
2467,Ashley,F,14514,2003,1
2468,Elizabeth,F,14103,2003,1
2469,Samantha,F,13867,2003,1
2470,Jacob,M,29638,2003,1
2471,Michael,M,27121,2003,1
2472,Joshua,M,25095,2003,1
2473,Matthew,M,24001,2003,1
2474,Andrew,M,22153,2003,1
2475,Joseph,M,21367,2003,1
2476,Ethan,M,21357,2003,1
2477,Daniel,M,21039,2003,1
2478,Christopher,M,20749,2003,1
2479,Anthony,M,20145,2003,1
2480,Emily,F,25037,2004,1
2481,Emma,F,21607,2004,1
2482,Madison,F,20622,2004,1
2483,Olivia,F,16105,2004,1
2484,Hannah,F,15605,2004,1
2485,Abigail,F,15426,2004,1
2486,Isabella,F,15017,2004,1
2487,Ashley,F,14373,2004,1
2488,Samantha,F,13783,2004,1
2489,Elizabeth,F,13561,2004,1
2490,Jacob,M,27881,2004,1
2491,Michael,M,25458,2004,1
2492,Joshua,M,24204,2004,1
2493,Matthew,M,22874,2004,1
2494,Ethan,M,22206,2004,1
2495,Andrew,M,21703,2004,1
2496,Daniel,M,20983,2004,1
2497,William,M,20225,2004,1
2498,Joseph,M,20125,2004,1
